Quotazioni Immobiliari : Informazioni di Zona OMI - Semestre 2005/1 - elaborazione del 16-MAG-24
Area_territoriale;Regione;Prov;Comune_ISTAT;Comune_cat;Sez;Comune_amm;Comune_descrizione;Fascia;Zona_Descr;Zona;LinkZona;Cod_tip_prev;Descr_tip_prev;Stato_prev;Microzona;
NORD-OVEST;LIGURIA;IM;7008028;G2BU; ;D298;DIANO SAN PIETRO;D;'INSEDIAMENTI SPARSI E PERIFERIA';D1;IM00000426;20;Abitazioni civili;N;1;
NORD-OVEST;LIGURIA;IM;7008028;G2BU; ;D298;DIANO SAN PIETRO;R;'RURALE - REGIONE AGRARIA N 3 (COLLINE ALTO IMPERO)';R1;IM00001399;0;Non presente;;1;
NORD-OVEST;LIGURIA;IM;7008029;G2BV; ;D318;DOLCEACQUA;B;'CENTRO URBANO';B1;IM00000439;21;Abitazioni di tipo economico;N;1;
NORD-OVEST;LIGURIA;IM;7008029;G2BV; ;D318;DOLCEACQUA;C;'SEMIPERIFERIA URBANA E LUNGO LA STR.PROVINCIALE';C1;IM00000440;21;Abitazioni di tipo economico;N;1;
NORD-OVEST;LIGURIA;IM;7008029;G2BV; ;D318;DOLCEACQUA;D;'INSEDIAMENTI SPARSI E PERIFERIA';D1;IM00000441;20;Abitazioni civili;N;1;
NORD-OVEST;LIGURIA;IM;7008029;G2BV; ;D318;DOLCEACQUA;R;'RURALE - REGIONE AGRARIA N 2 (ALTE VALLI ARGENTINA E NERVIA)';R1;IM00001372;0;Non presente;;1;
NORD-OVEST;LIGURIA;IM;7008030;G2BW; ;D319;DOLCEDO;B;'CENTRO URBANO';B1;IM00000454;21;Abitazioni di tipo economico;N;1;
NORD-OVEST;LIGURIA;IM;7008030;G2BW; ;D319;DOLCEDO;C;'SEMIPERIFERIA URBANA E FRAZIONI';C1;IM00000455;21;Abitazioni di tipo economico;N;1;
NORD-OVEST;LIGURIA;IM;7008030;G2BW; ;D319;DOLCEDO;D;'INSEDIAMENTI SPARSI E PERIFERIA';D1;IM00000456;20;Abitazioni civili;N;1;
NORD-OVEST;LIGURIA;IM;7008030;G2BW; ;D319;DOLCEDO;R;'RURALE - REGIONE AGRARIA N 3 (COLLINE ALTO IMPERO)';R1;IM00001400;0;Non presente;;1;
NORD-OVEST;LIGURIA;IM;7008032;G2BY; ;E346;ISOLABONA;B;'CENTRO URBANO';B1;IM00000466;21;Abitazioni di tipo economico;N;1;
NORD-OVEST;LIGURIA;IM;7008032;G2BY; ;E346;ISOLABONA;D;'INSEDIAMENTI SPARSI';D1;IM00000467;1;Ville e Villini;N;1;
NORD-OVEST;LIGURIA;IM;7008032;G2BY; ;E346;ISOLABONA;R;'RURALE - REGIONE AGRARIA N 2 (ALTE VALLI ARGENTINA E NERVIA)';R1;IM00001373;0;Non presente;;1;
NORD-OVEST;LIGURIA;IM;7008033;G2CB; ;E719;LUCINASCO;B;'CENTRO URBANO E FRAZ.BORGORATTO';B1;IM00000477;21;Abitazioni di tipo economico;N;1;
NORD-OVEST;LIGURIA;IM;7008033;G2CB; ;E719;LUCINASCO;D;'INSEDIAMENTI SPARSI';D1;IM00000478;1;Ville e Villini;N;1;
NORD-OVEST;LIGURIA;IM;7008033;G2CB; ;E719;LUCINASCO;R;'RURALE - REGIONE AGRARIA N 3 (COLLINE ALTO IMPERO)';R1;IM00001401;0;Non presente;;1;
NORD-OVEST;LIGURIA;IM;7008034;G2CD; ;F123;MENDATICA;B;'CENTRO URBANO E S.BERNARDO';B1;IM00000488;21;Abitazioni di tipo economico;N;1;
NORD-OVEST;LIGURIA;IM;7008034;G2CD; ;F123;MENDATICA;D;'INSEDIAMENTI SPARSI';D1;IM00000487;1;Ville e Villini;N;1;
NORD-OVEST;LIGURIA;IM;7008034;G2CD; ;F123;MENDATICA;R;'RURALE - REGIONE AGRARIA N 1 (ALTE VALLI ARROSCIA)';R1;IM00001385;0;Non presente;;1;
NORD-OVEST;LIGURIA;IM;7008035;G2CG; ;F290;MOLINI DI TRIORA;B;'CENTRO URBANO';B1;IM00000499;21;Abitazioni di tipo economico;N;1;
NORD-OVEST;LIGURIA;IM;7008035;G2CG; ;F290;MOLINI DI TRIORA;D;'INSEDIAMENTI SPARSI';D1;IM00000500;1;Ville e Villini;N;1;
NORD-OVEST;LIGURIA;IM;7008035;G2CG; ;F290;MOLINI DI TRIORA;R;'RURALE - REGIONE AGRARIA N 2 (ALTE VALLI ARGENTINA E NERVIA)';R1;IM00001374;0;Non presente;;1;
NORD-OVEST;LIGURIA;IM;7008036;G2CJ; ;F406;MONTALTO LIGURE;B;'CENTRO URBANO';B1;IM00000510;21;Abitazioni di tipo economico;N;1;
NORD-OVEST;LIGURIA;IM;7008036;G2CJ; ;F406;MONTALTO LIGURE;D;'INSEDIAMENTI SPARSI';D1;IM00000511;1;Ville e Villini;N;1;
NORD-OVEST;LIGURIA;IM;7008036;G2CJ; ;F406;MONTALTO LIGURE;R;'RURALE - REGIONE AGRARIA N 2 (ALTE VALLI ARGENTINA E NERVIA)';R1;IM00001375;0;Non presente;;1;
NORD-OVEST;LIGURIA;IM;7008037;G2CK; ;F528;MONTEGROSSO PIAN LATTE;B;'CENTRO URBANO';B1;IM00000521;21;Abitazioni di tipo economico;N;1;
NORD-OVEST;LIGURIA;IM;7008037;G2CK; ;F528;MONTEGROSSO PIAN LATTE;D;'INSEDIAMENTI SPARSI';D1;IM00000522;1;Ville e Villini;N;1;
NORD-OVEST;LIGURIA;IM;7008037;G2CK; ;F528;MONTEGROSSO PIAN LATTE;R;'RURALE - REGIONE AGRARIA N 1 (ALTE VALLI ARROSCIA)';R1;IM00001386;0;Non presente;;1;
NORD-OVEST;LIGURIA;IM;7008038;G2CM; ;G041;OLIVETTA SAN MICHELE;B;'CENTRO URBANO';B1;IM00000532;21;Abitazioni di tipo economico;N;1;
NORD-OVEST;LIGURIA;IM;7008038;G2CM; ;G041;OLIVETTA SAN MICHELE;D;'INSEDIAMENTI SPARSI';D1;IM00000533;1;Ville e Villini;N;1;
NORD-OVEST;LIGURIA;IM;7008038;G2CM; ;G041;OLIVETTA SAN MICHELE;R;'RURALE - REGIONE AGRARIA N 2 (ALTE VALLI ARGENTINA E NERVIA)';R1;IM00001376;0;Non presente;;1;
NORD-OVEST;LIGURIA;IM;7008039;G2CP; ;G164;OSPEDALETTI;B;'CENTRO ABITATO A VALLE C.SO REGINA MARGHERITA';B1;IM00000554;20;Abitazioni civili;N;3;
NORD-OVEST;LIGURIA;IM;7008039;G2CP; ;G164;OSPEDALETTI;B;'DA C.SO REGINA MARGHERITA A C.SO MARCONI E C.SO GARIBALDI';B2;IM00000539;20;Abitazioni civili;N;3;
NORD-OVEST;LIGURIA;IM;7008039;G2CP; ;G164;OSPEDALETTI;C;'OVEST CONFINE COMUNE- NORD STR. DELLE PORRINE- ESTE CONFINE DI COMUNE';C1;IM00000555;20;Abitazioni civili;N;2;
NORD-OVEST;LIGURIA;IM;7008039;G2CP; ;G164;OSPEDALETTI;C;'SEMICENTRALE DA C.SO MARCONI A STR.TERMINI-1TRATTO V.VALLEGRANDE-A MONTE V.AURELIA DI L.-ZONA C.PINO-DA V.AURELIA DI P.';C2;IM00000543;1;Ville e Villini;O;2;
NORD-OVEST;LIGURIA;IM;7008039;G2CP; ;G164;OSPEDALETTI;D;'PERIFERIA O. A MONTE STR.POGGI-1TRATTO STR. C.D. PINI- TRATTI SUP. V.NOCI-STR.VALLEGRANDE V.M.PELLEGRINA';D1;IM00000556;1;Ville e Villini;N;2;
NORD-OVEST;LIGURIA;IM;7008039;G2CP; ;G164;OSPEDALETTI;D;'PERIFERIA TRATTI SUP.STR.C.DEI PINI-STR.VIC.COSTA MARTINA E LIMITROFE FINO A CONFINI COMUNE';D2;IM00000546;1;Ville e Villini;N;1;
NORD-OVEST;LIGURIA;IM;7008039;G2CP; ;G164;OSPEDALETTI;R;'LIMITE INTERNO DI COMUNE - REGIONE AGRARIA N 4 (COLLINE LITORANEE DI SANREMO)';R1;IM00001426;0;Non presente;;1;
NORD-OVEST;LIGURIA;IM;7008040;G2CR; ;G454;PERINALDO;B;'CENTRO URBANO';B1;IM00000565;21;Abitazioni di tipo economico;N;1;
NORD-OVEST;LIGURIA;IM;7008040;G2CR; ;G454;PERINALDO;D;'INSEDIAMENTI SPARSI';D1;IM00000566;1;Ville e Villini;N;1;
NORD-OVEST;LIGURIA;IM;7008040;G2CR; ;G454;PERINALDO;R;'RURALE - REGIONE AGRARIA N 2 (ALTE VALLI ARGENTINA E NERVIA)';R1;IM00001377;0;Non presente;;1;
NORD-OVEST;LIGURIA;IM;7008041;G2CU; ;G607;PIETRABRUNA;B;'CENTRO STORICO';B1;IM00000576;21;Abitazioni di tipo economico;N;1;
NORD-OVEST;LIGURIA;IM;7008041;G2CU; ;G607;PIETRABRUNA;D;'INSEDIAMENTI SPARSI';D1;IM00000577;1;Ville e Villini;N;1;
NORD-OVEST;LIGURIA;IM;7008041;G2CU; ;G607;PIETRABRUNA;R;'RURALE - REGIONE AGRARIA N 5 (COLLINE LITORANEE DI IMPERIA)';R1;IM00001445;0;Non presente;;1;
NORD-OVEST;LIGURIA;IM;7008042;G2CV; ;G632;PIEVE DI TECO;B;'CENTRO URBANO  CAPOLUOGO';B1;IM00000590;21;Abitazioni di tipo economico;N;1;
NORD-OVEST;LIGURIA;IM;7008042;G2CV; ;G632;PIEVE DI TECO;C;'SEMIC. URBANA DI PRIMO PERIMETRO, A VALLE DELLA SS.28, A MONTE DI V.GARIBALDI, P.LORENZI, P.BORELLI, V.XX SETTEMBRE';C1;IM00000591;21;Abitazioni di tipo economico;N;1;
NORD-OVEST;LIGURIA;IM;7008042;G2CV; ;G632;PIEVE DI TECO;C;'SEMICENTRALE FRAZIONI';C2;IM00000582;21;Abitazioni di tipo economico;N;2;
NORD-OVEST;LIGURIA;IM;7008042;G2CV; ;G632;PIEVE DI TECO;D;'INSEDIAMENTI SPARSI ZONE AGRICOLE';D1;IM00000592;1;Ville e Villini;N;2;
NORD-OVEST;LIGURIA;IM;7008042;G2CV; ;G632;PIEVE DI TECO;R;'LIMITE ESTERNO DEL COMUNE - REGIONE AGRARIA 1 (ALTE VALLI ARROSCIA)';R1;IM00001387;0;Non presente;;2;
NORD-OVEST;LIGURIA;IM;7008043;G2CW; ;G660;PIGNA;B;'CENTRO URBANO';B1;IM00000602;21;Abitazioni di tipo economico;N;1;
NORD-OVEST;LIGURIA;IM;7008043;G2CW; ;G660;PIGNA;D;'INSEDIAMENTI SPARSI';D1;IM00000603;1;Ville e Villini;N;1;
NORD-OVEST;LIGURIA;IM;7008043;G2CW; ;G660;PIGNA;R;'RURALE - REGIONE AGRARIA N 2 (ALTE VALLI ARGENTINA E NERVIA)';R1;IM00001378;0;Non presente;;1;
NORD-OVEST;LIGURIA;IM;7008044;G2CY; ;G814;POMPEIANA;B;'CENTRO URBANO';B1;IM00000616;21;Abitazioni di tipo economico;N;1;
NORD-OVEST;LIGURIA;IM;7008044;G2CY; ;G814;POMPEIANA;C;'SEMIPERIFERIA URBANA';C1;IM00000617;20;Abitazioni civili;N;1;
NORD-OVEST;LIGURIA;IM;7008044;G2CY; ;G814;POMPEIANA;D;'INSEDIAMENTI SPARSI E PERIFERIA';D1;IM00000618;1;Ville e Villini;N;1;
NORD-OVEST;LIGURIA;IM;7008044;G2CY; ;G814;POMPEIANA;R;'RURALE - REGIONE AGRARIA N 5 (COLLINE LITORANEE DI IMPERIA)';R1;IM00001446;0;Non presente;;1;
NORD-OVEST;LIGURIA;IM;7008045;G2CZ; ;G840;PONTEDASSIO;B;'CENTRO URBANO';B1;IM00000631;21;Abitazioni di tipo economico;N;1;
NORD-OVEST;LIGURIA;IM;7008045;G2CZ; ;G840;PONTEDASSIO;C;'SEMIPERIFERIA URBANA E FRAZIONI';C1;IM00000632;21;Abitazioni di tipo economico;N;1;
NORD-OVEST;LIGURIA;IM;7008045;G2CZ; ;G840;PONTEDASSIO;D;'INSEDIAMENTI SPARSI E PERIFERIA';D1;IM00000633;1;Ville e Villini;N;1;
NORD-OVEST;LIGURIA;IM;7008045;G2CZ; ;G840;PONTEDASSIO;R;'RURALE - REGIONE AGRARIA N 3 (COLLINE ALTO IMPERO)';R1;IM00001402;0;Non presente;;1;
NORD-OVEST;LIGURIA;IM;7008046;G2DA; ;G890;PORNASSIO;B;'LOCALITA NAVA';B1;IM00000646;1;Ville e Villini;N;1;
NORD-OVEST;LIGURIA;IM;7008046;G2DA; ;G890;PORNASSIO;B;'CENTRO URBANO E FRAZIONI DEL CAPOLUOGO';B2;IM00000636;21;Abitazioni di tipo economico;N;2;
NORD-OVEST;LIGURIA;IM;7008046;G2DA; ;G890;PORNASSIO;D;'INSEDIAMENTI SPARSI ZONE AGRICOLE';D1;IM00000648;21;Abitazioni di tipo economico;N;2;
NORD-OVEST;LIGURIA;IM;7008046;G2DA; ;G890;PORNASSIO;R;'LIMITE SUD DI COMUNE - REGIONE AGRARIA N 1 (ALTE VALLI AROSCIA)';R1;IM00001388;0;Non presente;;2;
NORD-OVEST;LIGURIA;IM;7008046;G2DA; ;G890;PORNASSIO;R;'LIMITE NORD DI COMUNE - REGIONE AGRARIA N 1 (ALTE VALLI ARROSCIA)';R2;IM00001645;0;Non presente;;1;
NORD-OVEST;LIGURIA;IM;7008047;G2DC; ;H027;PRELA`;B;'CENTRO URBANO DI PRELA, VALLORIA, TAVOLE E VILLATALLA';B1;IM00000658;21;Abitazioni di tipo economico;N;1;
NORD-OVEST;LIGURIA;IM;7008047;G2DC; ;H027;PRELA`;D;'INSEDIAMENTI SPARSI';D1;IM00000659;1;Ville e Villini;N;1;
NORD-OVEST;LIGURIA;IM;7008047;G2DC; ;H027;PRELA`;R;'RURALE - REGIONE AGRARIA N 3 (COLLINE DELL'ALTO IMPERO)';R1;IM00001403;0;Non presente;;1;
NORD-OVEST;LIGURIA;IM;7008048;G2DD; ;H180;RANZO;B;'CENTRO URBANO';B1;IM00000669;21;Abitazioni di tipo economico;N;1;
NORD-OVEST;LIGURIA;IM;7008048;G2DD; ;H180;RANZO;D;'PERIFERIA E FRAZIONI VALLIVE';D1;IM00000670;1;Ville e Villini;N;1;
NORD-OVEST;LIGURIA;IM;7008048;G2DD; ;H180;RANZO;E;'SUBURBANA';E1;IM00000996;1;Ville e Villini;N;2;
NORD-OVEST;LIGURIA;IM;7008048;G2DD; ;H180;RANZO;R;'LIMITE NORD DEL COMUNE - REGIONE AGRARIA N 1 (ALTE VALLI ARROSCIA)';R1;IM00001389;0;Non presente;;2;
NORD-OVEST;LIGURIA;IM;7008048;G2DD; ;H180;RANZO;R;'LIMITE SUD DEL COMUNE - REGIONE AGRARIA N 1 (ALTE VALLI ARROSCIA)';R2;IM00001625;0;Non presente;;1;
NORD-OVEST;LIGURIA;IM;7008049;G2DE; ;H257;REZZO;B;'CENTRO URBANO CAPOLUOGO E FRAZIONI';B1;IM00000683;21;Abitazioni di tipo economico;N;1;
NORD-OVEST;LIGURIA;IM;7008049;G2DE; ;H257;REZZO;D;'INSEDIAMENTI SPARSI';D1;IM00000684;1;Ville e Villini;N;1;
NORD-OVEST;LIGURIA;IM;7008049;G2DE; ;H257;REZZO;R;'RURALE - REGIONE AGRARIA N 1 (ALTE VALLI ARROSCIA)';R1;IM00001390;0;Non presente;;1;
NORD-OVEST;LIGURIA;IM;7008050;G2DF; ;H328;RIVA LIGURE;B;'CENTRO STORICO E ZONA A VALLE V.AURELIA';B1;IM00000704;21;Abitazioni di tipo economico;N;1;
NORD-OVEST;LIGURIA;IM;7008050;G2DF; ;H328;RIVA LIGURE;C;'SEMICENTRALE INSEDIAMENTI PRIMA FASCIA COLLINARE A MONTE V.AURELIA';C1;IM00000705;20;Abitazioni civili;N;1;
NORD-OVEST;LIGURIA;IM;7008050;G2DF; ;H328;RIVA LIGURE;D;'PERIFERIA INSEDIAMENTI SPARSI';D1;IM00000706;1;Ville e Villini;N;1;
NORD-OVEST;LIGURIA;IM;7008050;G2DF; ;H328;RIVA LIGURE;R;'RURALE - REGIONE AGRARIA N 4 (COLLINE LITORANEE SANREMO)';R1;IM00001427;0;Non presente;;1;
NORD-OVEST;LIGURIA;IM;7008051;G2DH; ;H460;ROCCHETTA NERVINA;B;'CENTRO URBANO';B1;IM00000715;21;Abitazioni di tipo economico;N;1;
NORD-OVEST;LIGURIA;IM;7008051;G2DH; ;H460;ROCCHETTA NERVINA;D;'INSEDIAMENTI SPARSI';D1;IM00000716;1;Ville e Villini;N;1;
NORD-OVEST;LIGURIA;IM;7008051;G2DH; ;H460;ROCCHETTA NERVINA;R;'RURALE - REGIONE AGRARIA N 2 (ALTE VALLI ARGENTINA E NERVIA)';R1;IM00001379;0;Non presente;;1;
NORD-OVEST;LIGURIA;IM;7008052;G2DI; ;H763;SAN BARTOLOMEO AL MARE;B;'TRA LA VIA AURELIA E LA FERROVIA, VIA ROMA E TRAVERSE';B1;IM00000737;20;Abitazioni civili;N;1;
NORD-OVEST;LIGURIA;IM;7008052;G2DI; ;H763;SAN BARTOLOMEO AL MARE;B;'CENTRO STORICO E FRAZIONE POIOLO';B2;IM00000722;21;Abitazioni di tipo economico;N;2;
NORD-OVEST;LIGURIA;IM;7008052;G2DI; ;H763;SAN BARTOLOMEO AL MARE;B;'FASCIA COSTIERA A VALLE V.AURELIA';B3;IM00000723;20;Abitazioni civili;N;1;
NORD-OVEST;LIGURIA;IM;7008052;G2DI; ;H763;SAN BARTOLOMEO AL MARE;C;'A MONTE DELLA FERROVIA, V. ROMA E TRAVERSE, S. BART, LA ROVERE';C1;IM00000738;1;Ville e Villini;N;1;
NORD-OVEST;LIGURIA;IM;7008052;G2DI; ;H763;SAN BARTOLOMEO AL MARE;C;'FRAZIONE PAIROLA';C2;IM00000726;21;Abitazioni di tipo economico;N;3;
NORD-OVEST;LIGURIA;IM;7008052;G2DI; ;H763;SAN BARTOLOMEO AL MARE;D;'INSEDIAMENTI ESTERNI AL CENTRO STORICO E ALLA FRAZIONE POIOLO';D1;IM00000739;1;Ville e Villini;N;2;
NORD-OVEST;LIGURIA;IM;7008052;G2DI; ;H763;SAN BARTOLOMEO AL MARE;D;'INSEDIAMRNTI SPARSI AL CONFINE NORD-OVEST DEL COMUNE';D2;IM00000729;1;Ville e Villini;N;2;
NORD-OVEST;LIGURIA;IM;7008052;G2DI; ;H763;SAN BARTOLOMEO AL MARE;D;'AGGLOMERATI SPARSI';D3;IM00000985;1;Ville e Villini;N;3;
NORD-OVEST;LIGURIA;IM;7008052;G2DI; ;H763;SAN BARTOLOMEO AL MARE;R;'LIMITE INTERNO DEL COMUNE - REGIOPNE AGRARIA N 5 (COLLINE LITORANEE DI IMPERIA)';R1;IM00001447;0;Non presente;;3;
NORD-OVEST;LIGURIA;IM;7008053;G2DJ; ;H780;SAN BIAGIO DELLA CIMA;B;'CENTRO URBANO';B1;IM00000751;21;Abitazioni di tipo economico;N;1;
NORD-OVEST;LIGURIA;IM;7008053;G2DJ; ;H780;SAN BIAGIO DELLA CIMA;C;'SEMIPERIFERIA URBANA';C1;IM00000752;1;Ville e Villini;N;1;
NORD-OVEST;LIGURIA;IM;7008053;G2DJ; ;H780;SAN BIAGIO DELLA CIMA;D;'INSEDIAMENTI SPARSI E PERIFERIA';D1;IM00000753;1;Ville e Villini;N;1;
NORD-OVEST;LIGURIA;IM;7008053;G2DJ; ;H780;SAN BIAGIO DELLA CIMA;R;'RURALE - REGIONE AGRARIA N 4 (COLLINE LITORANEE DI SANREMO)';R1;IM00001428;0;Non presente;;1;
NORD-OVEST;LIGURIA;IM;7008054;G2DL; ;H957;SAN LORENZO AL MARE;B;'CENTRO ABITATO A MONTE DELLA V.AURELIA';B1;IM00000773;21;Abitazioni di tipo economico;N;1;
NORD-OVEST;LIGURIA;IM;7008054;G2DL; ;H957;SAN LORENZO AL MARE;B;'CENTRO ABITATO A VALLE V.AURELIA';B2;IM00000759;20;Abitazioni civili;N;1;
NORD-OVEST;LIGURIA;IM;7008054;G2DL; ;H957;SAN LORENZO AL MARE;C;'V.AURELIA DI LEVANTE TERRE BIANCHE PROV.PER CIVEZZA E PROV.PER PIETRABRUNA';C1;IM00000774;21;Abitazioni di tipo economico;N;2;
NORD-OVEST;LIGURIA;IM;7008054;G2DL; ;H957;SAN LORENZO AL MARE;D;'PERIFERICA';D1;IM00000775;1;Ville e Villini;N;2;
NORD-OVEST;LIGURIA;IM;7008054;G2DL; ;H957;SAN LORENZO AL MARE;R;'RURALE - REGIONE AGRARIA N 5 (COLLINE LITORANEE DI IMPERIA)';R1;IM00001448;0;Non presente;;2;
NORD-OVEST;LIGURIA;IM;7008055;G2DM; ;I138;SAN REMO;B;'CENTRO, V. DEL CASTILLO, RONDO GARIBALDI, V. VOLTA FINO A V. BOREA, RONDO FRANCIA, P.ZA CASSINI, V. CARLI, PORTO VECCHIO';B1;IM00000802;20;Abitazioni civili;N;8;
NORD-OVEST;LIGURIA;IM;7008055;G2DM; ;I138;SAN REMO;B;'DA RONDO S. BERNARDO A P.ZA CASSINI A VALLE FINO AL MARE';B2;IM00000785;20;Abitazioni civili;N;7;
NORD-OVEST;LIGURIA;IM;7008055;G2DM; ;I138;SAN REMO;B;'NUCLEO ANTICO LA PIGNA';B3;IM00000786;21;Abitazioni di tipo economico;N;7;
NORD-OVEST;LIGURIA;IM;7008055;G2DM; ;I138;SAN REMO;B;'DA CORSO IMPERATRICE FINO ALLA FOCE E A CORSO INGLESI';B4;IM00000793;20;Abitazioni civili;N;6;
NORD-OVEST;LIGURIA;IM;7008055;G2DM; ;I138;SAN REMO;B;'C.SO CAVALLOTTI V. MAZZINI E TRAVERSE';B5;IM00001255;20;Abitazioni civili;N;9;
NORD-OVEST;LIGURIA;IM;7008055;G2DM; ;I138;SAN REMO;B;'ZONA STAZIONE NUOVA';B6;IM00001291;20;Abitazioni civili;O;8;
NORD-OVEST;LIGURIA;IM;7008055;G2DM; ;I138;SAN REMO;C;'A EST DI CAPO VERDE, ABITATO DI BUSSANA E FASCIA COSTIERA FINO A CONFINE DI COMUNE';C1;IM00000803;21;Abitazioni di tipo economico;N;10;
NORD-OVEST;LIGURIA;IM;7008055;G2DM; ;I138;SAN REMO;C;'FRAZIONE POGGIO';C11;IM00001297;21;Abitazioni di tipo economico;N;2;
NORD-OVEST;LIGURIA;IM;7008055;G2DM; ;I138;SAN REMO;C;'A OVEST DI CAPO VERDE, CORSO CAVALLOTTI - VIA MAZZINI E TRAVERSE';C2;IM00000789;20;Abitazioni civili;N;9;
NORD-OVEST;LIGURIA;IM;7008055;G2DM; ;I138;SAN REMO;C;'PRIMA FASCIA COLLINARE DA OVEST DI STRADA SAN BARTOLOMEO FINO A TORRENTE FOCE';C3;IM00000790;21;Abitazioni di tipo economico;N;4;
NORD-OVEST;LIGURIA;IM;7008055;G2DM; ;I138;SAN REMO;C;'PRIMA FASCIA COLLINARE DA TORRENTE FOCE A CONFINE COMUNE';C4;IM00001000;20;Abitazioni civili;N;5;
NORD-OVEST;LIGURIA;IM;7008055;G2DM; ;I138;SAN REMO;C;'PRIMA FASCIA COLLINARE DA VIA GOETHE FINO A STRADA SAN BARTOLOMEO';C5;IM00001001;21;Abitazioni di tipo economico;N;3;
NORD-OVEST;LIGURIA;IM;7008055;G2DM; ;I138;SAN REMO;C;'NUCLEO DI COLDIRODI E FRAZIONI ABITATE';C6;IM00001002;21;Abitazioni di tipo economico;N;2;
NORD-OVEST;LIGURIA;IM;7008055;G2DM; ;I138;SAN REMO;C;'PRIMA FASCIA LITORANEA DA TORRENTE FOCE A CONFINE COMUNE';C7;IM00001256;20;Abitazioni civili;N;5;
NORD-OVEST;LIGURIA;IM;7008055;G2DM; ;I138;SAN REMO;D;'TRA STR.COM.MONTE BIGNONE E R.S.ROMOLO A N. DI R.CAVASSA';D1;IM00000804;1;Ville e Villini;N;1;
NORD-OVEST;LIGURIA;IM;7008055;G2DM; ;I138;SAN REMO;D;'ZONE AGRICOLE E PERIFERICHE';D2;IM00000792;1;Ville e Villini;N;2;
NORD-OVEST;LIGURIA;IM;7008055;G2DM; ;I138;SAN REMO;D;'A MONTE OSPEDALE E DI V. BOREA E V. S. ROMOLO';D3;IM00001003;1;Ville e Villini;N;3;
NORD-OVEST;LIGURIA;IM;7008055;G2DM; ;I138;SAN REMO;D;'VALLE ARMEA';D4;IM00001004;20;Abitazioni civili;N;10;
NORD-OVEST;LIGURIA;IM;7008055;G2DM; ;I138;SAN REMO;D;'INSEDIAMENTI SPARSI BUSSANA';D5;IM00001005;1;Ville e Villini;N;10;
NORD-OVEST;LIGURIA;IM;7008055;G2DM; ;I138;SAN REMO;D;'VALLE ARMEA';D6;IM00001326;1;Ville e Villini;N;2;
NORD-OVEST;LIGURIA;IM;7008055;G2DM; ;I138;SAN REMO;R;'LIMITE INTERNO DEL COMUNE - REGIONE AGRARIA N 4 (COLLINE LITORANEE DI SANREMO)';R1;IM00001429;0;Non presente;;2;
NORD-OVEST;LIGURIA;IM;7008056;G2DN; ;I365;SANTO STEFANO AL MARE;B;'CENTRO STORICO E A VALLE V. AURELIA';B1;IM00000823;21;Abitazioni di tipo economico;N;1;
NORD-OVEST;LIGURIA;IM;7008056;G2DN; ;I365;SANTO STEFANO AL MARE;C;'INSEDIAMENTI PRIMA FASCIA COLLINARE A MONTE DELLA V. AURELIA';C1;IM00000824;20;Abitazioni civili;N;1;
NORD-OVEST;LIGURIA;IM;7008056;G2DN; ;I365;SANTO STEFANO AL MARE;D;'INSEDIAMENTI SPARSI';D1;IM00000825;1;Ville e Villini;N;1;
NORD-OVEST;LIGURIA;IM;7008056;G2DN; ;I365;SANTO STEFANO AL MARE;R;'RURALE - REGIONE AGRARIA N 4 (COLLINE LITORANEE DI SANREMO)';R1;IM00001430;0;Non presente;;1;
NORD-OVEST;LIGURIA;IM;7008057;G2DS; ;I556;SEBORGA;B;'CENTRO URBANO';B1;IM00000837;21;Abitazioni di tipo economico;N;1;
NORD-OVEST;LIGURIA;IM;7008057;G2DS; ;I556;SEBORGA;C;'SEMIPERIFERIA URBANA';C1;IM00000838;1;Ville e Villini;N;1;
NORD-OVEST;LIGURIA;IM;7008057;G2DS; ;I556;SEBORGA;D;'INSEDIAMENTI SPARSI E PERIFERIA';D1;IM00000839;1;Ville e Villini;N;1;
NORD-OVEST;LIGURIA;IM;7008057;G2DS; ;I556;SEBORGA;R;'RURALE - REGIONE AGRARIA N 4 (COLLINE LITORANEE DI SANREMO)';R1;IM00001431;0;Non presente;;1;
NORD-OVEST;LIGURIA;IM;7008058;G2DT; ;I796;SOLDANO;B;'CENTRO URBANO';B1;IM00000852;21;Abitazioni di tipo economico;N;1;
NORD-OVEST;LIGURIA;IM;7008058;G2DT; ;I796;SOLDANO;C;'SEMIPERIFERIA URBANA';C1;IM00000853;1;Ville e Villini;N;1;
NORD-OVEST;LIGURIA;IM;7008058;G2DT; ;I796;SOLDANO;D;'INSEDIAMENTI SPARSI E PERIFERIA';D1;IM00000854;1;Ville e Villini;N;1;
NORD-OVEST;LIGURIA;IM;7008058;G2DT; ;I796;SOLDANO;R;'RURALE - REGIONE AGRARIA N 4 (COLLINE LITORANEE DI SANREMO)';R1;IM00001432;0;Non presente;;1;
NORD-OVEST;LIGURIA;IM;7008059;G2DU; ;L024;TAGGIA;B;'CENTRO STORICO DI TAGGIA';B1;IM00000876;21;Abitazioni di tipo economico;N;1;
NORD-OVEST;LIGURIA;IM;7008059;G2DU; ;L024;TAGGIA;B;'CENTRO DI ARMA IN PROSSIMITA INCROCIO TRA LE V. AURELIA E V. S. FRANCESCO E CASTELLETTI';B2;IM00000860;20;Abitazioni civili;N;4;
